location1,location2,fullLocation,fieldName,membershipType,holeNumber,courseName,courseSize,greenFee,cartFee,caddieFee,fieldUrl,contact,type
충청권,충남 부여,충청남도 부여군 규암면 합정리 35-1,롯데스카이힐 부여,퍼블릭,18,스카이/힐,"6,259M/6,845YD","120,000원 ~ 170,000원",80000,120000,http://www.skyhill.co.kr,041-939-1702,FIELD
충청권,충남 천안,충청남도 천안시 동남구 북면 운용리 489,마론뉴데이,회원제,18,드림/비전,"6,530M/7,141YD","25,000원 ~ 197,000원",80000,120000,http://www.maronnewday.com,041-623-5555,FIELD
충청권,충남 부여,충청남도 부여군 은산면 나령리 274-1,백제,퍼블릭,18,사비/웅진,"6,623M/7,243YD","110,000원 ~ 150,000원",80000,120000,http://www.baekjecc.co.kr,041-830-0700,FIELD
충청권,충남 천안,충청남도 천안시 동남구 병천면 매성리 산27-24,버드우드,회원제,19,OUT/IN,"6,584M/7,200YD","25,000원 ~ 200,000원",80000,120000,http://www.birdwood.co.kr,041-558-9900,FIELD
충청권,대전 유성,대전광역시 유성구 전민동 산11-2,사이언스대덕골프장,퍼블릭,9,OUT,"2,830M/3,095YD","30,000원 ~ 48,000원",-,-,http://www.ddgolf.co.kr,042-865-3000,FIELD
충청권,충남 서산,충청남도 서산시 해미면 언암리 산 114,서산 체력단련장,회원제,18,하늘/우주,"5,968M/6,527YD","13,000원 ~ 108,000원",60000,-,http://www.airforce.mil.kr,041-689-4082,FIELD
충청권,충남 서산,충청남도 서산시 대산읍 화곡리 산4-1,서산수,회원제,18,서산/산수,"6,630M/7,251YD","23,000원 ~ 210,000원",80000,120000,http://seosansoo.com,041-689-7700,FIELD
충청권,충부 충주,충청북도 충주시 신니면 동락길 207,세일,퍼블릭,18,산길/들길,"6,426M/7,028YD","99,000원 ~ 149,000원",80000,120000,http://www.seilcc.co.kr,043-841-6000,FIELD
충청권,세종시,세종특별자치시 전의면 운주산로 1510,세종에머슨(구 IMG),회원제,27,마운틴/레이크/밸리,"9,410M/10,291YD","52,000원 ~ 197,000원",80000,120000,http://www.sejongemerson.co.kr,044-862-4004,FIELD
충청권,세종시,세종특별자치시 연기면 산울리 274-133,세종필드,퍼블릭,18,세종/행복,"6,685M/7,311YD","110,000원 ~ 170,000원",80000,120000,https://www.sejongcc.com,044-861-5678,FIELD
충청권,충북 충주,충청북도 충주시 노은면 신효리 산81,센테리움,퍼블릭,27,잉글랜드/스코틀랜드/웨일즈,"9,635M/10,537YD","150,000원 ~ 250,000원",80000,120000,http://www.centeriumcc.com,043-842-8600,FIELD
충청권,충북 충주,충청북도 충주시 양성면 중전리 산11-1,시그너스,회원제,27,실크/라미/코튼,"9,560M/10,455YD","30,000원 ~ 210,000원",80000,120000,http://www.cygnuscc.co.kr,043-875-5001,FIELD
충청권,충북 청원,충청북도 청원군 남이면 산막리 산102,실크리버,회원제,18,OUT/IN,"6,433M/7,035YD","53,000원 ~ 203,000원",80000,120000,http://www.silkrivercc.co.kr,043-277-5000,FIELD
충청권,충북 음성,충청북도 음성군 삼성면 대사리 산59-7,썬밸리,회원제,18,썬/밸리,"6,432M/7,034YD","23,000원 ~ 220,000원",88000,120000,http://www.sunvalleycc.co.kr,043-881-5307,FIELD
충청권,충남 아산,충청남도 아산시 영인면 신현리 산33,아름다운,회원제,18,레이크/힐,"6,711M/7,339YD","23,000원 ~ 197,500원",80000,120000,http://www.arumdaunresort.com,041-536-8000,FIELD
충청권,충북 보은,충청북도 보은군 탄부면 상장리 산30,아리솔,퍼블릭,18,별솔/해솔,"6,495M/7,103YD","80,000원 ~ 140,000원",80000,120000,http://www.arisolcc.net,043-540-8013,FIELD
충청권,충북 진천,충청북도 진천군 진천읍 지암리 산19-15,아트밸리,회원제,27,아트/마운틴/밸리,"9,592M/10,489YD","35,000원 ~ 199,000원",80000,120000,http://www.artvalleycc.net,043-531-3000,FIELD
충청권,충남 금산,충청남도 금산군 진산면 행정리 473-5,에딘버러,회원제,18,마운틴/밸리,"6,474M/7,080YD","30,000원 ~ 175,000원",80000,120000,http://www.edinburgh.co.kr,041-750-0114,FIELD
충청권,충북 진천,충청북도 진천군 백곡면 성대리 산103-1,에머슨(구 중앙),회원제,27,스카이/레이크/마운틴,"8,419M/9,207YD","60,000원 ~ 198,000원",80000,120000,http://www.emersongolfclub.co.kr,043-533-6666,FIELD
충청권,충북 제천,충청북도 제천시 고암동 207번지,에콜리안 제천,퍼블릭,9,OUT,"2,965M/3,243YD","30,000원 ~ 80,000원",32000,-,https://js.ecolian.or.kr,043-642-9474,FIELD
충청권,충북 청원,충청북도 청원군 오창읍 성산리 11,오창 에딘버러,퍼블릭,9,OUT,"3,000M/3,281YD","45,000원 ~ 130,000원",80000,120000,http://www.technovillegc.com,043-210-1900,FIELD
충청권,충남 천안,충청남도 천안시 동남구 목천읍 운전리 401,우정힐스,회원제,18,OUT/IN,"6,571M/7,186YD","23,000원 ~ 200,000원",80000,120000,http://whcc.kolon.co.kr,041-557-2902,FIELD
충청권,대전 유성,대전광역시 유성구 덕명동 215-7,유성,회원제,18,OUT/IN,"5,881M/6,432YD","80,000원 ~ 185,000원",80000,100000,http://www.yscc.co.kr,042-822-7103,FIELD
충청권,충북 청원,충청북도 청원군 미원면 대신리 산70,이븐데일,회원제,18,이븐/데일,"6,560M/7,174YD","25,000원 ~ 205,000원",80000,120000,http://www.evendale.co.kr,043-288-1000,FIELD
충청권,충북 충주,충청북도 충주시 금가면 월상리 산95-1,임페리얼레이크,회원제,18,파인/레이크,"6,316M/6,907YD","30,000원 ~ 210,000원",80000,120000,http://www.ilcc.co.kr,043-853-5555,FIELD
충청권,대전 유성,대전광역시 유성구 추목동 산23-30,자운대,회원제,9,OUT,"2,810M/3,073YD","16,000원 ~ 91,000원",44000,100000,https://www.armywelfaregolf.mil.kr,042-868-6500,FIELD
충청권,충북 음성,충청북도 음성군 삼성면 용대리 540-1,젠스필드(구 드래곤힐),회원제,18,OUT/IN,"6,689M/7,315YD","23,000원 ~ 220,000원",80000,120000,http://www.zensfield.com,043-880-1000,FIELD
충청권,충북 충주,충청북도 충주시 산척면 영덕리 산 2-14,중원,퍼블릭,27,고구려/백제/신라,"10,241M/11,200YD","80,000원 ~ 160,000원",80000,120000,http://www.joongwongolf.co.kr,043-849-8000,FIELD
충청권,충북 음성,충청북도 음성군 삼성면 양덕리 산131,진양밸리,퍼블릭,27,힐/크리크/밸리,"9,725M/10,635YD","125,000원 ~ 190,000원",80000,120000,http://www.chinyangvalley.co.kr,043-880-8000,FIELD
충청권,충남 논산,충청남도 논산시 노성면 송당리 산23-8,창공대 체력단련장,회원제,9,OUT,"2,912M/3,185YD","16,000원 ~ 80,000원",-,-,https://www.armywelfaregolf.mil.kr,041-730-6802,FIELD
충청권,충북 진천,충청북도 진천군 이월면 신계리 산78-1,천룡,회원제,27,황룡/천룡/흑룡,"9,876M/10,801YD","23,000원 ~ 180,000원",80000,120000,https://www.crcc.co.kr,043-536-1001,FIELD
충청권,충북 진천,충청북도 진천군 이월면 신계리 산78-1,천룡,퍼블릭,9,OUT,"2,535M/2,772YD","60,000원 ~ 120,000원",66000,110000,https://www.crcc.co.kr,043-536-1001,FIELD
충청권,충남 천안,충청남도 천안시 동남구 수신면 장산리 699-1,천안상록,퍼블릭,27,남/중/동,"9,806M/10,724YD","78,000원 ~ 164,000원",60000,120000,https://www.sangnokresort.co.kr,041-529-9075,FIELD
충청권,충북 청주,충청북도 청주시 청원구 내수읍 원통숲안1길 39,청주 체력단련장,회원제,9,OUT,"2,564M/2,804YD","9,000원 ~ 80,000원",-,-,http://www.airforce.mil.kr,043-210-2451,FIELD
충청권,충북 충주,충청북도 충주시 금가면 문산신대1길 21,충주 체력단련장,회원제,9,OUT,"2,956M/3,233YD","9,000원 ~ 83,000원",-,-,http://www.airforce.mil.kr,043-849-5051,FIELD
충청권,충북 음성,충청북도 음성군 음성읍 동음리 382,코스카,회원제,27,행복/사랑/나눔,"9,517M/10,408YD","230,000원 ~ 200,000원",80000,120000,http://www.koscacc.kr,043-870-1000,FIELD
충청권,충북 진천,충청북도 진천군 문백면 평산리 531,크리스탈카운티,회원제,18,크리스탈/카운티,"6,633M/7,254YD","145,000원 ~ 220,000원",80000,120000,http://www.crystalcounty.co.kr,02-1588-0700,FIELD
충청권,충북 충주,충청북도 충주시 주덕읍 화곡리 산 32-42,킹스데일,퍼블릭,18,레이크/힐,"6,705M/7,333YD","130,000원 ~ 180,000원",80000,120000,http://www.kingsdale.co.kr,043-900-8800,FIELD
충청권,충남 태안,충청남도 태안군 근흥면 정죽리 2261-1,태안비치,회원제,18,리버/비치,"6,480M/7,087YD","25,000원 ~ 190,000원",80000,120000,http://www.taeanbeach-cc.co.kr,02-2203-0900,FIELD
충청권,충남 당진,충청남도 당진시 신평면 도성리 460-29,파나시아,퍼블릭,9,OUT,"6,111M/6,683YD","70,000원 ~ 140,000원",80000,120000,http://www.panaceagc.com,041-350-0900,FIELD
충청권,충남 당진,충청남도 당진군 송산면 무수리 458-1,파인스톤,퍼블릭,18,파인/스톤,"6,710M/7,338YD","100,000원 ~ 220,000원",80000,120000,http://www.pinestonecc.com,041-350-0000,FIELD
충청권,충남 공주,충청남도 공주시 정안면 인풍리 331,프린세스,퍼블릭,18,이스트/웨스트,"5,905M/6,458YD","110,000원 ~ 160,000원",80000,120000,http://www.princessgc.co.kr,041-851-6300,FIELD
충청권,충남 태안,충청남도 태안군 태안읍 반곡리 1154-4,현대더링스,퍼블릭,36,Course A/course B,"13,370M/14,622YD","53,000원 ~ 129,000원",80000,120000,http://www.thelinkscc.co.kr,041-670-0333,FIELD
충청권,충북 진천,충청북도 진천군 백곡면 갈월리 산29-1,히든밸리,퍼블릭,27,히든/밸리/스카이,"10,025M/10,963YD","130,000원 ~ 190,000원",80000,120000,http://www.hiddenvalley.co.kr,043-645-1911,FIELD
충청권,충북 제천,충청북도 제천시 천남동 282-1,힐데스하임,회원제,18,스완/타이거,"6,602M/7,220YD","30,000원 ~ 195,000원",80000,120000,http://www.hildesheimcc.kr,043-640-9000,FIELD
충청권,충북 제천,충청북도 제천시 천남동 282-1,힐데스하임,퍼블릭,9,드래곤,"3,273M/3,579YD","25,000원 ~ 70,000원",80000,120000,http://www.hildesheimcc.kr,043-640-9000,FIELD
충청권,충북 충주,충청북도 충주시 양성면 지당리 산93,SG골프클럽,회원제,18,상떼/힐,"6,403M/7,002YD","30,000원 ~ 200,000원",80000,120000,http://www.sggolfclub.co.kr,043-850-2200,FIELD
경상권,경북 칠곡,경상북도 칠곡군 가산면 학하리 1199-1,가산,퍼블릭,9,OUT,"3,131M/3,424YD","90,000원 ~ 130,000원",80000,100000,http://www.gasancc.co.kr,054-970-3100,FIELD
경상권,경남 김해,경상남도 김해시 삼방동 산1,가야,회원제,45,수로/김해/신어/낙동/가락 ,"12,977M/14,192YD","55,000원 ~ 195,000원",80000,100000,http://www.gayacc.com,055-337-0091,FIELD
경상권,경남 김해,경상남도 김해시 삼방동 산1,가야,퍼블릭,9,OUT,"2,259M/2,470YD","80,000원 ~ 100,000원",40000,100000,http://www.gayacc.com,055-337-8611,FIELD
경상권,경남 거제,경상남도 거제시 거제면 옥산리 285-3,거제뷰,퍼블릭,18,해돋이/해넘이,"5,940M/6,496YD","90,000원 ~ 130,000원",80000,100000,http://www.geojeview.co.kr,055-639-1588,FIELD
경상권,경북 경주,경상북도 경주시 북군동 375-1,경주,퍼블릭,27,SUN/SEA/MOON,"9,457M/10,342YD","70,000원 ~ 140,000원",80000,100000,http://www.kyongjugolf.co.kr,054-778-8900,FIELD
경상권,경북 경주,경상북도 경주시 신평동 산5,경주 신라,회원제,36,천마 OUT/천마 IN/화랑 OUT/화랑 IN ,"12,975M/14,190YD","30,000원 ~ 170,000원",80000,100000,http://sillacc.co.kr,054-740-7114,FIELD
경상권,경북 고령,경상북도 고령군 고령읍 내곡리 1078-1,유니밸리,퍼블릭,9,OUT,"2,703M/2,956YD","78,000원 ~ 108,000원",80000,100000,http://www.univalley.co.kr,054-956-7575,FIELD
경상권,경북 고령,경상북도 고성군 고성읍 월평리 산48,고성,퍼블릭,9,OUT,"2,842M/3,108YD","75,000원 ~ 105,000원",60000,90000,http://www.gosungcc.com,055-672-0070,FIELD
경상권,울산 울주,울산광역시 울주군 삼남면 방기리 산82-1,골드그린,퍼블릭,9,OUT,"2,907M/3,179YD","65,000원 ~ 115,000원",60000,100000,http://www.goldgreen.co.kr,055-372-0050,FIELD
경상권,경북 영천,경상북도 영천시 청통면 청통로 733,골프존카운티 청통,퍼블릭,18,청통/팔공,"6,450M/6,900YD",-,80000,120000,http://www.golfzoncounty.com,054-339-8000,FIELD
경상권,경북 구미,경상북도 구미시 장천면 상림리 산81-3,구미,회원제,27,백호/청룡/거북,"9,538M/10,431YD","40,000원 ~ 190,000원",80000,120000,http://www.gumicc.com,054-470-6800,FIELD
경상권,경북 군위,경상북도 군위군 산성면 부흥로 227,군위오펠,회원제,18,산울/여울,"6,125M/6,698YD","30,000원 ~ 170,000원",80000,120000,http://www.ophelgc.com,054-380-8000,FIELD
경상권,경북 청도,경상북도 청도군 이서면 각계리 산6-2,그레이스,회원제,27,마운틴/레이크/밸리,"9,668M/10,573YD","30,000원 ~ 170,000원",80000,120000,https://www.grace-cc.co.kr,054-370-3000,FIELD
경상권,부산 강서,부산광역시 강서구 대저2동 1-1,김해 체력단련장,회원제,9,OUT,"2,629M/2,875YD","9,000원 ~ 72,000원",40000,-,http://www.airforce.mil.kr,051-973-3083,FIELD
경상권,경남 김해,경남 김해시 한림면 김해대로 974번길 198,김해상록,퍼블릭,18,황새/여의,"6,310M/6,901YD","75,000원 ~ 170,000원",60000,100000,https://www.sangnokresort.co.kr,055-340-1400,FIELD
경상권,경북 군위,경상북도 군위군 군위읍 외량리 산13,꽃담,회원제,18,이스트/웨스트,"6,455M/7,059YD","35,000원 ~ 180,000원",80000,120000,http://www.ccotdamcc.co.kr,054-380-0007,FIELD
경상권,경북 안동,경상북도 안동시 일직면 풍일로 1887,남안동,회원제,18,에덴/벧엘,"6,345M/6,939YD","140,000원 ~ 180,000원",80000,100000,http://namandongcc.co.kr,054-850-2800,FIELD
경상권,경남 남해,경상남도 남해군 남면 덕원리 산35-5,남해힐튼,퍼블릭,18,OUT/IN,"6,583M/7,199YD","115,000원 ~ 159,000원",80000,100000,http://www.hiltonnamhae.com,055-860-0100,FIELD
경상권,대구 달성,대구광역시 달성군 가창면 용계리 74-1,냉천,퍼블릭,9,OUT,,,,,,053-768-5512,FIELD
경상권,경남 고성,경상남도 고성군 회화면 봉동리 산98,노벨,회원제,27,가야/충무/공룡,"9,428M/10,311YD","23,000원 ~ 185,000원",80000,110000,http://www.nobelcc.co.kr,055-670-8000,FIELD
경상권,경북 상주,경상북도 상주시 모서면 호율리 산127,뉴스프링빌II(백화산),퍼블릭,18,몬테로사/빅혼,"6,675M/7,300YD","75,000원 ~ 145,000원",80000,120000,http://www.newspring.co.kr,054-450-2800,FIELD
경상권,경남 양산,경상남도 양산시 상북면 상삼리 산18-5,다이아몬드,퍼블릭,18,North Cape/South Cape ,"6,492M/7,099YD","125,000원 ~ 190,000원",80000,110000,https://www.diamondcc.co.kr,055-392-0700,FIELD
경상권,경북 경산,경상북도 경산시 진량읍 선화리 67-2,대구,회원제,27,동/중/서,"9,535M/10,428YD","60,000원 ~ 190,000원",80000,100000,http://www.daegucc.co.kr,053-850-9000,FIELD
경상권,대구 동구,대구광역시 동구 둔산동 936-2,대구 체력단련장,회원제,9,OUT,"2,734M/2,989YD","9,000원 ~ 72,000원",40000,-,http://www.airforce.mil.kr,053-989-3769,FIELD
경상권,부산 금정,부산광역시 금정구 선동 산128,동래베네스트,회원제,18,OUT/IN,"6,198M/6,778YD","70,000원 ~ 205,000원",80000,120000,https://www.golfsamsung.com,051-580-0300,FIELD
경상권,경남 양산,경상남도 양산시 매곡동 131,동부산,회원제,27,레이크/힐/밸리,"9,760M/10,674YD","23,000원 ~ 198,000원",80000,100000,http://www.dongpusancc.co.kr,055-388-1315,FIELD
경상권,경남 거제,경상남도 거제시 장목면 송진포리 산77-3,드비치,회원제,18,OUT/IN,"6,805M/7,442YD","23,000원 ~ 195,000원",80000,100000,http://www.debeach.co.kr,055-736-3000,FIELD
경상권,경남 한안,경상남도 함안군 칠원면 운곡리 산108,레이크힐스 경남,회원제,18,제이드/페리돗,"6,420M/7,021YD","23,000원 ~ 223,000원",80000,100000,http://www.lakehillscc.co.kr,055-589-8888,FIELD
경상권,경남 김해,경상남도 김해시 진례면 송현리 산100,롯데스카이힐 김해,회원제,18,스카이/힐,"6,403M/7,002YD","30,000원 ~ 200,000원",80000,100000,http://www.skyhill.co.kr,055-340-9000,FIELD
경상권,경북 성주,경상북도 성주군 초전면 소성리 산49-1,롯데스카이힐 성주,퍼블릭,18,스카이/힐,"6,602M/7,220YD","80,000원 ~ 170,000원",80000,120000,http://www.skyhill.co.kr,054-930-9000,FIELD
경상권,경남 밀양,경상남도 밀양시 활성동 산33,리더스,퍼블릭,27,레이크/힐/파인,"9,540M/10,433YD","140,000원 ~ 180,000원",80000,100000,https://www.leaderscc.co.kr,055-350-3000,FIELD
경상권,경북 경주,경상북도 경주시 양남면 신대리 산140-1,마우나오션,회원제,18,마우나/오션,"6,084M/6,654YD","23,000원 ~ 170,000원",80000,100000,http://www.mauna.co.kr,054-740-0500,FIELD
경상권,대구 수성,대구광역시 수성구 무열로 56,무열대 체력단련장,회원제,9,OUT,"2,761M/3,019YD","13,000원 ~ 89,000원",48000,100000,https://www.armywelfaregolf.mil.kr,053-750-6736,FIELD
경상권,경북 문경,경상북도 문경시 문경읍 마성면 외어리 산 1-1,문경,퍼블릭,18,문희/경서,"4,843M/5,296YD","95,000원 ~ 150,000원",80000,120000,http://www.mgle.co.kr,054-550-5000,FIELD
경상권,경북 김천,경북 김천시 구성면 송죽리 611-2,베네치아,회원제,18,다빈치/폴로,"6,904M/7,550YD","30,000원 ~ 180,000원",100000,110000,http://www.veneziacc.com,054-431-2135,FIELD
경상권,부산 기장,부산광역시 기장군 일광면 이천8길 100,베이사이드,회원제,27,파크/레이크/캐년,"9,911M/10,840YD","23,000원 ~ 220,000원",88000,100000,http://www.bayside.co.kr,051-930-0000,FIELD
경상권,울산 울주,울산광역시 울주군 삼동면 금곡리 산183-6,보라,회원제,27,에드웨드/윌리엄/헨리,"9,746M/10,658YD","23,000원 ~ 205,000원",80000,100000,http://www.boracc.com,052-225-1000,FIELD
경상권,경북 경주,경상북도 경주시 북군동 5-4,보문,퍼블릭,18,OUT/IN,"6,270M/6,857YD","75,000원 ~ 140,000원",80000,100000,http://golf.gtc.co.kr,054-745-1680,FIELD
경상권,경남 창녕,경상남도 창녕군 부곡면 거문리 산263,부곡,회원제,18,동/서,"6,294M/6,883YD","55,000원 ~ 175,000원",80000,100000,http://www.bkcc.co.kr,055-521-0707,FIELD
경상권,부산 금정,부산광역시 금정구 노포동 368,부산,회원제,18,OUT/IN,"6,154M/6,730YD","22,620원 ~ 182,000원",80000,100000,http://www.bscc.co.kr,051-509-0707,FIELD
경상권,경북 경주,경상북도 경주시 천군동 산31,블루원보문(구 디아너스),회원제,27,레이크/밸리/힐스,"9,747M/10,659YD","30,000원 ~ 200,000원",80000,120000,http://www.blueone.com,054-777-9500,FIELD
경상권,경북 상주,경상북도 상주시 모서면 화현리 산46-1,블루원상주,퍼블릭,18,이스트/웨스트,"6,737M/7,368YD","90,000원 ~ 180,000원",80000,120000,http://www.blueone.com,054-530-8888,FIELD
경상권,경남 남해,경상남도 남해군 창선면 흥선로 1545,사우스케이프 오너스클럽,퍼블릭,18,OUT/IN,"6,680M/7,305YD","210,000원 ~ 390,000원",90000,120000,http://www.southcape.co.kr,1644-0280,FIELD
경상권,경남 사천,경상남도 사천시 서포면 구평리 산74번지,사천,퍼블릭,27,파인/래빗/드래곤,"9,434M/10,317YD","80,000원 ~ 120,000원",80000,120000,http://www.4000cc.co.kr,055-851-5001,FIELD
경상권,경남 사천,경상남도 사천시 축동면 길평리 6-2,사천 체력단련장,회원제,9,OUT,"2,804M/3,066YD","9,000원 ~ 72,000원",40000,-,http://www.airforce.mil.kr,055-850-5804,FIELD
경상권,경남 사천,경상남도 사천시 축동면 반용리 산 110-1,삼삼,퍼블릭,9,OUT,"6,387M/6,985YD","55,000원 ~ 95,000원",60000,120000,http://www.samsamcc.co.kr,055-958-3333,FIELD
경상권,경북 경주,경상북도 경주시 외동읍 석계리 산1,서라벌,퍼블릭,36,마운틴/레이크/힐/밸리 ,"13,109M/14,336YD","120,000원 ~ 160,000원",84000,120000,http://www.seorabolgc.com,054-773-7000,FIELD
경상권,경북 경주,경상북도 경주시 안강읍 검단리 67,선리치,퍼블릭,9,OUT,"3,060M/3,346YD","40,000원 ~ 100,000원",80000,100000,https://www.sunrichgc.com,054-777-3333,FIELD
경상권,경북 구미,경상북도 구미시 산동면 인덕리 산39-1,선산,회원제,18,OUT/IN,"6,606M/7,224YD","60,000원 ~ 190,000원",80000,120000,http://www.sunsancc.com,054-473-6200,FIELD
경상권,경북 칠곡,경상북도 칠곡군 왜관읍 봉계리 17,세븐밸리,회원제,18,OUT/IN,"6,629M/7,250YD","25,000원 ~ 205,000원",80000,120000,http://www.sevenvalley.co.kr,054-979-1004,FIELD
경상권,경남 함양,경상남도 함양군 서상면 대남리 492-24,스카이뷰,회원제,18,OUT/IN,"6,542M/7,154YD","23,000원 ~ 140,000원",80000,120000,http://www.skyviewcc.co.kr,055-960-7000,FIELD
경상권,울산 울주,울산광역시 을주군 서생면 위양리 261,스타스콥,퍼블릭,18,스타스콥,"6,212M/6,794YD","100,000원 ~ 140,000원",80000,100000,http://www.starscope.co.kr,052-240-0100,FIELD
경상권,경남 합천,경상남도 합천군 가야면 성기리 산 105,아델스코트,회원제,27,마운틴/레이크/힐,"9,789M/10,705YD","35,000원 ~ 180,000원",80000,120000,http://www.adelscott.co.kr,055-930-7777,FIELD
경상권,부산 기장,부산광역시 기장군 일광면 이천리 34,아시아드,회원제,27,레이크/파인/밸리,"9,721M/10,631YD","23,000원 ~ 210,000원",80000,100000,http://www.asiadcc.co.kr,051-720-6000,FIELD
경상권,경북 경주,경상북도 경주시 안강읍 옥산리 949,안강레전드,퍼블릭,18,킹/퀸,"6,035M/6,599YD","50,000원 ~ 100,000원",80000,120000,https://www.legendgolf.co.kr,054-760-0707,FIELD
경상권,경북 김천,경상북도 김천시 어모면 능치리 산67,애플밸리,퍼블릭,9,OUT,"3,100M/3,390YD","100,000원 ~ 140,000원",80000,110000,http://www.applevalley.co.kr,054-429-0700,FIELD
경상권,경남 양산,경상남도 양산시 상북면 소토리 산9-18,양산,회원제,27,가온/누리/마루,"11,000M/12,030YD","130,000원 ~ 170,000원",80000,110000,https://www.yangsancc.co.kr,055-379-0000,FIELD
경상권,경남 양산,경상남도 양산시 어곡동 산489-1,에덴밸리,회원제,18,에덴/밸리,"6,703M/7,330YD","23,000원 ~ 198,000원",80000,120000,http://golf.edenvalley.co.kr,055-379-8000,FIELD
경상권,경남 양산,경상남도 양산시 매곡동 산1,에이원,회원제,27,동/남/서,"9,610M/10,510YD","23,000원 ~ 195,000원",80000,120000,http://www.aonecc.co.kr,055-371-3500,FIELD
경상권,경북 의성,경상북도 의성군 봉양면 신평리 산 107,엠스클럽의성,회원제,27,마스터/챔피언/챌린지,"10,136M/11,085YD","90,000원 ~ 150,000원",80000,120000,http://us.msclub.co.kr,054-830-3300,FIELD
경상권,울산 울주,울산광역시 울주군 삼남면 가천리 산4,영남 알프스,퍼블릭,9,OUT,"978M/1,065YD","54,000원 ~ 68,000원",-,70000,http://www.ynalpsgolf.co.kr,052-264-0980,FIELD
경상권,경북 영천,경상북도 영천시 고경면 호국로 1221-24,영천오펠,회원제,27,가람/누리/마루,"9,764M/10,678YD","30,000원 ~ 210,000원",80000,100000,http://www.ophelgc.com,054-330-2100,FIELD
경상권,경북 예천,경상북도 예천군 유천면 예성로 357,예천 체력단련장,회원제,9,OUT,"2,875M/3,144YD","9,000원 ~ 72,000원",40000,-,http://www.airforce.mil.kr,054-650-5782,FIELD
경상권,경북 영덕,경상북도 영덕군 강구면 삼사리 478,오션뷰,회원제,27,오션/뷰/비치,"9,625M/10,526YD","10,000원 ~ 150,000원",80000,120000,http://www.oceanviewcc.com,054-730-9000,FIELD
경상권,경북 영천,경상북도 영천시 임고면 방목길 34-2,오션힐스 영천,회원제,27,해/달/별,"10,270M/11,231YD","30,000원 ~ 190,000원",80000,120000,http://www.oceanhills.com,054-330-9001,FIELD
경상권,경북 청도,경상북도 청도군 매전면 곰티로 370-204,오션힐스 청도,회원제,18,크리크/밸리,"6,477M/7,083YD","40,000원 ~ 190,000원",80000,120000,http://www.oceanhills.com,054-370-7000,FIELD
경상권,경북 포항,경상북도 포항시 북구 송라면 대전리 산208,오션힐스 포항,회원제,27,파인/힐스/오션,"9,672M/10,577YD","35,000원 ~ 180,000원",80000,120000,http://www.oceanhills.com,054-260-7000,FIELD
경상권,경남 진해,경상남도 진해시 용원동 산39,용원,회원제,27,무학/백로/백구,"9,609M/10,509YD","62,000원 ~ 194,000원",80000,120000,https://www.ywcc.co.kr,055-552-0080,FIELD
경상권,경북 경주,경상북도 경주시 양남면 신대리 산 307-6,우리골프클럽,퍼블릭,9,OUT,"3,044M/3,329YD","66,000원 ~ 100,000원",80000,100000,http://www.urigolfclub.co.kr,054-740-0800,FIELD
경상권,울산 울주,울산광역시 울주군 웅촌면 대대리 산105,울산,회원제,27,동/남/서,"9,568M/10,464YD","23,000원 ~ 169,000원",80000,120000,http://ulsancc.co.kr,052-225-0707,FIELD
경상권,경남 의령,경상남도 의령군 의령읍 대산리 266,의령친환경,퍼블릭,9,OUT,"2,891M/3,162YD","45,000원 ~ 60,000원",-,-,http://golf.uiryeong.go.kr,055-570-2951,FIELD
경상권,경북 포항,경상북도 포항시 북구 청하면 신흥리 산3,이스턴,퍼블릭,9,OUT,"2,800M/3,062YD","55,000원 ~ 95,000원",80000,100000,http://www.easterncc.co.kr,054-253-0755,FIELD
경상권,경북 경주,경상북도 경주시 양남면 효동리 산505,이스트힐,퍼블릭,18,레이크/밸리,"6,095M/6,666YD","95,000원 ~ 130,000원",80000,120000,http://www.easthills.co.kr,054-775-1700,FIELD
